go_id	go	gene_id
GB51276	GO:0007156	LOC551848
GB51276	GO:0007166	LOC551848
GB51276	GO:0016021	LOC551848
GB51278	GO:0005921	LOC551165
GB51278	GO:0006811	LOC551165
GB51278	GO:0016021	LOC551165
GB51282	GO:0005623	LOC408557
GB51282	GO:0016853	LOC408557
GB51282	GO:0045454	LOC408557
GB51283	GO:0016620	LOC408559
GB51284	GO:0005634	LOC410642
GB51284	GO:0006355	LOC410642
GB51284	GO:0016021	LOC410642
GB51284	GO:0043565	LOC410642
GB51287	GO:0005634	LOC410643
GB51287	GO:0006355	LOC410643
GB51287	GO:0007275	LOC410643
GB51287	GO:0043565	LOC410643
GB51290	GO:0003700	Ubx
GB51290	GO:0005634	Ubx
GB51290	GO:0007275	Ubx
GB51290	GO:0043565	Ubx
GB51292	GO:0003700	Antp
GB51292	GO:0005634	Antp
GB51292	GO:0006355	Antp
GB51292	GO:0007275	Antp
GB51292	GO:0043565	Antp
GB51295	GO:0003700	LOC551506
GB51295	GO:0005634	LOC551506
GB51295	GO:0006355	LOC551506
GB51295	GO:0007275	LOC551506
GB51295	GO:0043565	LOC551506
GB51299	GO:0003700	LOC724252
GB51299	GO:0005634	LOC724252
GB51299	GO:0007275	LOC724252
GB51299	GO:0043565	LOC724252
GB51301	GO:0005634	LOC724297
GB51301	GO:0006355	LOC724297
GB51301	GO:0043565	LOC724297
GB51302	GO:0003700	LOC410648
GB51302	GO:0005634	LOC410648
GB51302	GO:0007275	LOC410648
GB51302	GO:0043565	LOC410648
GB51303	GO:0005634	LOC724422
GB51303	GO:0006355	LOC724422
GB51303	GO:0043565	LOC724422
GB51304	GO:0003700	LOC100578921
GB51304	GO:0005634	LOC100578921
GB51304	GO:0006366	LOC100578921
GB51304	GO:0006384	LOC100578921
GB51306	GO:0005576	LOC406115
GB51306	GO:0042742	LOC406115
GB51306	GO:0045087	LOC406115
GB51330	GO:0005747	Ndufb2
GB51330	GO:0016021	Ndufb2
GB51333	GO:0005198	LOC412083
GB51333	GO:0006886	LOC412083
GB51333	GO:0016192	LOC412083
GB51333	GO:0030126	LOC412083
GB51334	GO:0005737	LOC551771
GB51334	GO:0046872	LOC551771
GB51334	GO:0070006	LOC551771
GB51334	GO:0070084	LOC551771
GB51335	GO:0004148	LOC551039
GB51335	GO:0005623	LOC551039
GB51335	GO:0045454	LOC551039
GB51335	GO:0050660	LOC551039
GB51337	GO:0005085	LOC725928
GB51337	GO:0005622	LOC725928
GB51337	GO:0007264	LOC725928
GB51341	GO:0016021	LOC725788
GB51342	GO:0003735	LOC413774
GB51342	GO:0005761	LOC413774
GB51342	GO:0006412	LOC413774
GB51344	GO:0046872	LOC551947
GB51349	GO:0003777	LOC725469
GB51349	GO:0005524	LOC725469
GB51349	GO:0005871	LOC725469
GB51349	GO:0005874	LOC725469
GB51349	GO:0007018	LOC725469
GB51354	GO:0000981	LOC552100
GB51354	GO:0003676	LOC552100
GB51354	GO:0005634	LOC552100
GB51354	GO:0006366	LOC552100
GB51354	GO:0046872	LOC552100
GB51355	GO:0004181	LOC411556
GB51355	GO:0008270	LOC411556
GB51356	GO:0004497	Cyp4g11
GB51356	GO:0005506	Cyp4g11
GB51356	GO:0016021	Cyp4g11
GB51356	GO:0016705	Cyp4g11
GB51356	GO:0020037	Cyp4g11
GB51359	GO:0003735	LOC552318
GB51359	GO:0006412	LOC552318
GB51359	GO:0015934	LOC552318
GB51366	GO:0016491	LOC724822
GB51369	GO:0004930	Uvop
GB51369	GO:0007601	Uvop
GB51369	GO:0007602	Uvop
GB51369	GO:0009881	Uvop
GB51369	GO:0016021	Uvop
GB51369	GO:0018298	Uvop
GB51371	GO:0004356	LOC727342
GB51371	GO:0006542	LOC727342
GB51373	GO:0005576	LOC100577331
GB51373	GO:0006030	LOC100577331
GB51373	GO:0008061	LOC100577331
GB51376	GO:0004930	5-HT2beta
GB51376	GO:0016021	5-HT2beta
GB51380	GO:0005737	LOC409539
GB51380	GO:0005874	LOC409539
GB51383	GO:0004497	LOC550965
GB51383	GO:0005506	LOC550965
GB51383	GO:0016021	LOC550965
GB51383	GO:0016705	LOC550965
GB51383	GO:0020037	LOC550965
GB51385	GO:0016021	LOC412858
GB51391	GO:0016021	LOC412859
GB51395	GO:0046872	LOC409059
GB51396	GO:0016491	LOC552717
GB51399	GO:0016021	LOC551807
GB51400	GO:0000049	LOC552768
GB51400	GO:0004826	LOC552768
GB51400	GO:0005524	LOC552768
GB51400	GO:0005737	LOC552768
GB51400	GO:0006432	LOC552768
GB51401	GO:0003908	LOC725908
GB51401	GO:0006281	LOC725908
GB51406	GO:0004842	LOC411961
GB51406	GO:0008270	LOC411961
GB51406	GO:0016874	LOC411961
GB51408	GO:0016491	LOC552732
GB51409	GO:0005634	LOC725220
GB51409	GO:0006355	LOC725220
GB51409	GO:0043565	LOC725220
GB51418	GO:0016021	LOC725844
GB51421	GO:0003883	LOC551835
GB51421	GO:0005524	LOC551835
GB51421	GO:0006541	LOC551835
GB51421	GO:0044210	LOC551835
GB51426	GO:0004066	LOC552710
GB51426	GO:0006529	LOC552710
GB51428	GO:0016021	LOC727358
GB51429	GO:0003677	LOC727350
GB51429	GO:0005783	LOC727350
GB51429	GO:0016021	LOC727350
GB51434	GO:0016021	LOC726925
GB51441	GO:0016021	LOC100578586
GB51444	GO:0003993	LOC724619
GB51446	GO:0016614	LOC727367
GB51446	GO:0050660	LOC727367
GB51447	GO:0008270	LOC727137
GB51464	GO:0005737	LOC411535
GB51464	GO:0007165	LOC411535
GB51465	GO:0070403	LOC413728
GB51479	GO:0003723	LOC410091
GB51481	GO:0004601	LOC551970
GB51481	GO:0005509	LOC551970
GB51481	GO:0006979	LOC551970
GB51481	GO:0016021	LOC551970
GB51481	GO:0020037	LOC551970
GB51483	GO:0005634	LOC552076
GB51483	GO:0006351	LOC552076
GB51483	GO:0008270	LOC552076
GB51483	GO:0032786	LOC552076
GB51484	GO:0005634	LOC724628
GB51486	GO:0005524	LOC412850
GB51487	GO:0016021	LOC552193
GB51489	GO:0016021	LOC409640
GB51490	GO:0070403	LOC412846
GB51493	GO:0004725	LOC412844
GB51493	GO:0007096	LOC412844
GB51493	GO:0008138	LOC412844
GB51494	GO:0004613	LOC412843
GB51494	GO:0005525	LOC412843
GB51494	GO:0006094	LOC412843
GB51495	GO:0000398	LOC409347
GB51496	GO:0000166	LOC100576768
GB51497	GO:0003677	LOC551607
GB51497	GO:0003899	LOC551607
GB51497	GO:0006351	LOC551607
GB51498	GO:0007165	LOC413194
GB51500	GO:0007165	LOC410954
GB51503	GO:0004707	LOC409523
GB51503	GO:0005524	LOC409523
GB51503	GO:0005622	LOC409523
GB51504	GO:0005215	LOC410114
GB51504	GO:0016021	LOC410114
GB51504	GO:0055085	LOC410114
GB51505	GO:0016021	LOC551484
GB51505	GO:0050290	LOC551484
GB51506	GO:0001609	LOC411420
GB51506	GO:0016021	LOC411420
GB51508	GO:0008080	LOC100576866
GB51508	GO:0051536	LOC100576866
GB51515	GO:0003676	LOC100577174
GB51515	GO:0046872	LOC100577174
GB51518	GO:0003677	LOC724810
GB51522	GO:0005634	LOC724778
GB51522	GO:0006355	LOC724778
GB51522	GO:0043565	LOC724778
GB51524	GO:0006629	LOC412851
GB51524	GO:0008889	LOC412851
GB51524	GO:0016021	LOC412851
GB51526	GO:0006275	LOC410093
GB51528	GO:0005789	LOC410092
GB51528	GO:0015031	LOC410092
GB51528	GO:0016021	LOC410092
GB51533	GO:0046872	LOC551633
GB51535	GO:0006260	LOC100578271
GB51535	GO:0006281	LOC100578271
GB51535	GO:0017108	LOC100578271
GB51535	GO:0033557	LOC100578271
GB51536	GO:0008289	LOC412361
GB51537	GO:0003735	LOC410678
GB51537	GO:0005840	LOC410678
GB51537	GO:0006412	LOC410678
GB51539	GO:0003735	LOC551158
GB51539	GO:0005840	LOC551158
GB51539	GO:0006412	LOC551158
GB51543	GO:0003735	LOC551418
GB51543	GO:0006412	LOC551418
GB51543	GO:0015934	LOC551418
GB51552	GO:0006457	LOC100577992
GB51552	GO:0051259	LOC100577992
GB51558	GO:0016021	LOC100576454
GB51564	GO:0006457	LOC551893
GB51564	GO:0016272	LOC551893
GB51565	GO:0016021	LOC725459
GB51566	GO:0016021	LOC100576258
GB51570	GO:0003824	LOC412734
GB51578	GO:0005744	LOC408569
GB51578	GO:0015031	LOC408569
GB51578	GO:0016021	LOC408569
GB51579	GO:0000398	LOC725947
GB51579	GO:0003723	LOC725947
GB51579	GO:0005681	LOC725947
GB51579	GO:0005732	LOC725947
GB51580	GO:0003824	LOC551837
GB51582	GO:0005634	LOC724146
GB51582	GO:0006355	LOC724146
GB51582	GO:0043565	LOC724146
GB51583	GO:0003824	LOC724239
GB51583	GO:0009058	LOC724239
GB51583	GO:0030170	LOC724239
GB51584	GO:0005634	LOC724282
GB51584	GO:0006355	LOC724282
GB51584	GO:0043565	LOC724282
GB51586	GO:0005524	LOC551386
GB51586	GO:0005737	LOC551386
GB51586	GO:0016787	LOC551386
GB51586	GO:0030163	LOC551386
GB51587	GO:0006672	LOC551419
GB51587	GO:0016021	LOC551419
GB51587	GO:0016811	LOC551419
GB51588	GO:0005524	LOC409313
GB51588	GO:0005885	LOC409313
GB51588	GO:0034314	LOC409313
GB51589	GO:0016021	LOC100577501
GB51591	GO:0004420	LOC550724
GB51591	GO:0005789	LOC550724
GB51591	GO:0008299	LOC550724
GB51591	GO:0015936	LOC550724
GB51591	GO:0016021	LOC550724
GB51591	GO:0050661	LOC550724
GB51597	GO:0003684	LOC412240
GB51597	GO:0005634	LOC412240
GB51597	GO:0006289	LOC412240
GB51598	GO:0005789	LOC551559
GB51598	GO:0016021	LOC551559
GB51599	GO:0008289	LOC409312
GB51600	GO:0003874	LOC412015
GB51600	GO:0006729	LOC412015
GB51602	GO:0001522	LOC100577533
GB51602	GO:0003723	LOC100577533
GB51602	GO:0009982	LOC100577533
GB51603	GO:0003824	LOC408568
GB51603	GO:0006518	LOC408568
GB51603	GO:0016021	LOC408568
GB51604	GO:0005634	LOC724196
GB51604	GO:0006355	LOC724196
GB51604	GO:0007275	LOC724196
GB51604	GO:0043565	LOC724196
GB51607	GO:0003676	LOC411927
GB51607	GO:0004523	LOC411927
GB51607	GO:0016021	LOC411927
GB51611	GO:0004930	LOC552142
GB51611	GO:0007166	LOC552142
GB51611	GO:0016021	LOC552142
GB51611	GO:0030246	LOC552142
GB51613	GO:0016021	LOC408570
GB51614	GO:0005737	LOC552014
GB51614	GO:0008270	LOC552014
GB51614	GO:0019284	LOC552014
GB51614	GO:0019509	LOC552014
GB51614	GO:0046570	LOC552014
GB51615	GO:0005634	LOC410669
GB51615	GO:0006351	LOC410669
GB51615	GO:0006355	LOC410669
GB51617	GO:0003713	LOC551912
GB51617	GO:0006355	LOC551912
GB51619	GO:0004714	LOC410671
GB51619	GO:0005524	LOC410671
GB51619	GO:0007169	LOC410671
GB51619	GO:0016021	LOC410671
GB51622	GO:0000166	LOC410674
GB51622	GO:0003723	LOC410674
GB51622	GO:0005634	LOC410674
GB51622	GO:0006397	LOC410674
GB51623	GO:0004017	LOC410676
GB51623	GO:0005524	LOC410676
GB51623	GO:0005634	LOC410676
GB51623	GO:0016887	LOC410676
GB51624	GO:0003735	LOC551584
GB51624	GO:0005840	LOC551584
GB51624	GO:0006412	LOC551584
GB51624	GO:0019843	LOC551584
GB51625	GO:0001522	LOC724638
GB51625	GO:0030515	LOC724638
GB51625	GO:0042254	LOC724638
GB51625	GO:0072588	LOC724638
GB51626	GO:0016591	LOC551452
GB51627	GO:0016765	LOC551358
GB51628	GO:0004484	LOC551281
GB51628	GO:0006370	LOC551281
GB51629	GO:0004721	LOC551207
GB51629	GO:0005634	LOC551207
GB51630	GO:0016021	LOC724195
GB51631	GO:0004252	LOC724145
GB51633	GO:0005634	LOC727229
GB51633	GO:0006351	LOC727229
GB51633	GO:0006355	LOC727229
GB51633	GO:0016568	LOC727229
GB51634	GO:0000287	LOC412362
GB51634	GO:0005975	LOC412362
GB51634	GO:0016868	LOC412362
GB51635	GO:0005509	LOC412449
GB51636	GO:0004521	LOC725572
GB51636	GO:0009303	LOC725572
GB51636	GO:0016021	LOC725572
GB51637	GO:0016021	LOC551665
GB51642	GO:0005509	LOC412401
GB51642	GO:0016021	LOC412401
GB51646	GO:0004871	LOC725485
GB51646	GO:0005834	LOC725485
GB51646	GO:0007186	LOC725485
GB51646	GO:0035556	LOC725485
GB51647	GO:0003867	LOC408955
GB51647	GO:0009448	LOC408955
GB51647	GO:0030170	LOC408955
GB51649	GO:0005524	LOC413418
GB51649	GO:0005634	LOC413418
GB51649	GO:0005694	LOC413418
GB51649	GO:0051276	LOC413418
GB51650	GO:0016021	LOC551863
GB51650	GO:0055085	LOC551863
GB51651	GO:0016021	LOC413263
GB51651	GO:0055085	LOC413263
GB51653	GO:0003774	LOC409843
GB51653	GO:0005524	LOC409843
GB51653	GO:0016459	LOC409843
GB51654	GO:0006511	LOC409403
GB51654	GO:0016021	LOC409403
GB51654	GO:0016579	LOC409403
GB51654	GO:0036459	LOC409403
GB51655	GO:0005643	LOC412950
GB51655	GO:0016973	LOC412950
GB51658	GO:0042256	LOC413196
GB51659	GO:0006457	LOC552223
GB51659	GO:0016021	LOC552223
GB51660	GO:0016021	LOC551021
GB51661	GO:0004721	LOC552290
GB51664	GO:0005524	LOC412125
GB51664	GO:0016874	LOC412125
GB51666	GO:0016021	LOC412694
GB51667	GO:0003676	LOC412161
GB51667	GO:0046872	LOC412161
GB51670	GO:0004930	LOC724225
GB51670	GO:0016021	LOC724225
GB51671	GO:0005622	LOC411290
GB51671	GO:0035556	LOC411290
GB51672	GO:0016021	LOC724443
GB51673	GO:0003777	LOC411894
GB51673	GO:0005524	LOC411894
GB51673	GO:0007018	LOC411894
GB51673	GO:0016887	LOC411894
GB51673	GO:0030286	LOC411894
GB51675	GO:0006520	LOC413885
GB51675	GO:0016829	LOC413885
GB51683	GO:0005509	LOC409533
GB51683	GO:0005544	LOC409533
GB51684	GO:0003676	LOC726832
GB51685	GO:0008270	LOC100577676
GB51689	GO:0005887	LOC412299
GB51689	GO:0016907	LOC412299
GB51690	GO:0009058	LOC726383
GB51690	GO:0016740	LOC726383
GB51692	GO:0001104	LOC552794
GB51692	GO:0016592	LOC552794
GB51694	GO:0007015	LOC412722
GB51700	GO:0004663	LOC726822
GB51700	GO:0018344	LOC726822
GB51702	GO:0003676	LOC726778
GB51702	GO:0005524	LOC726778
GB51702	GO:0008026	LOC726778
GB51705	GO:0005506	LOC724870
GB51705	GO:0010181	LOC724870
GB51705	GO:0016491	LOC724870
GB51706	GO:0005634	LOC100578450
GB51706	GO:0005694	LOC100578450
GB51706	GO:0006355	LOC100578450
GB51706	GO:0018024	LOC100578450
GB51707	GO:0003723	LOC551376
GB51710	GO:0003676	LOC411989
GB51710	GO:0004386	LOC411989
GB51710	GO:0005524	LOC411989
GB51712	GO:0045947	LOC725039
GB51713	GO:0016021	LOC412398
GB51714	GO:0002218	LOC100578892
GB51714	GO:0032481	LOC100578892
GB51716	GO:0000166	LOC409637
GB51716	GO:0003735	LOC409637
GB51716	GO:0005840	LOC409637
GB51716	GO:0006412	LOC409637
GB51717	GO:0071203	LOC551888
GB51719	GO:0008033	LOC726874
GB51720	GO:0006486	LOC100577519
GB51720	GO:0008417	LOC100577519
GB51720	GO:0016021	LOC100577519
GB51720	GO:0032580	LOC100577519
GB51721	GO:0003676	LOC725941
GB51721	GO:0046872	LOC725941
GB51722	GO:0016021	LOC409511
GB51724	GO:0016787	LOC726315
GB51725	GO:0003677	LOC412728
GB51725	GO:0008270	LOC412728
GB51726	GO:0016021	LOC551297
GB51726	GO:0035091	LOC551297
GB51727	GO:0001671	LOC551720
GB51727	GO:0006950	LOC551720
GB51728	GO:0003676	LOC726819
GB51728	GO:0004386	LOC726819
GB51728	GO:0005524	LOC726819
GB51729	GO:0003824	LOC726625
GB51732	GO:0005509	LOC100578928
GB51733	GO:0003993	LOC726571
GB51734	GO:0003774	LOC412092
GB51734	GO:0005524	LOC412092
GB51734	GO:0016459	LOC412092
GB51739	GO:0016491	LOC551104
GB51739	GO:0070988	LOC551104
GB51740	GO:0016021	LOC552721
GB51741	GO:0008270	PGRP-S3
GB51741	GO:0008745	PGRP-S3
GB51741	GO:0009253	PGRP-S3
GB51741	GO:0045087	PGRP-S3
GB51743	GO:0005576	LOC727101
GB51743	GO:0040007	LOC727101
GB51744	GO:0003824	LOC724439
GB51744	GO:0016021	LOC724439
GB51748	GO:0004725	LOC724613
GB51748	GO:0008138	LOC724613
GB51749	GO:0004703	LOC413197
GB51749	GO:0005524	LOC413197
GB51749	GO:0007165	LOC413197
GB51751	GO:0004566	LOC409814
GB51751	GO:0005764	LOC409814
GB51751	GO:0005975	LOC409814
GB51755	GO:0008270	LOC724935
GB51756	GO:0046872	LOC100577033
GB51757	GO:0003677	LOC412254
GB51757	GO:0046872	LOC412254
GB51760	GO:0006629	LOC413264
GB51760	GO:0016021	LOC413264
GB51761	GO:0005789	LOC725135
GB51761	GO:0006506	LOC725135
GB51761	GO:0016021	LOC725135
GB51763	GO:0005622	LOC411237
GB51763	GO:0008565	LOC411237
GB51763	GO:0030904	LOC411237
GB51763	GO:0042147	LOC411237
GB51764	GO:0019028	LOC100577363
GB51768	GO:0005622	LOC412959
GB51768	GO:0032456	LOC412959
GB51775	GO:0003774	LOC409285
GB51775	GO:0005524	LOC409285
GB51775	GO:0016459	LOC409285
GB51787	GO:0005509	LOC410058
GB51790	GO:0005524	LOC726853
GB51790	GO:0016021	LOC726853
GB51790	GO:0016887	LOC726853
GB51793	GO:0008270	LOC409835
GB51793	GO:0016021	LOC409835
GB51799	GO:0005524	LOC412203
GB51799	GO:0016021	LOC412203
GB51799	GO:0016887	LOC412203
GB51800	GO:0005739	LOC409090
GB51800	GO:0032780	LOC409090
GB51800	GO:0042030	LOC409090
GB51802	GO:0003677	LOC551416
GB51805	GO:0016021	LOC410741
GB51807	GO:0004689	LOC550645
GB51807	GO:0005524	LOC550645
GB51807	GO:0005964	LOC550645
GB51807	GO:0005978	LOC550645
GB51812	GO:0016614	LOC410748
GB51812	GO:0050660	LOC410748
GB51813	GO:0016614	LOC552395
GB51813	GO:0050660	LOC552395
GB51814	GO:0016614	LOC410747
GB51814	GO:0050660	LOC410747
GB51815	GO:0016614	LOC552425
GB51815	GO:0050660	LOC552425
GB51816	GO:0016614	LOC410746
GB51816	GO:0050660	LOC410746
GB51817	GO:0016021	LOC552457
GB51817	GO:0016614	LOC552457
GB51817	GO:0050660	LOC552457
GB51818	GO:0016021	LOC410745
GB51818	GO:0016614	LOC410745
GB51818	GO:0050660	LOC410745
GB51819	GO:0016614	LOC410744
GB51819	GO:0050660	LOC410744
GB51820	GO:0016614	LOC410743
GB51820	GO:0050660	LOC410743
GB51822	GO:0003677	Stip
GB51822	GO:0005681	Stip
GB51822	GO:0006355	Stip
GB51822	GO:0006397	Stip
GB51822	GO:0008380	Stip
GB51833	GO:0005328	LOC725456
GB51833	GO:0016021	LOC725456
GB51834	GO:0005328	LOC725420
GB51834	GO:0016021	LOC725420
GB51836	GO:0003824	LOC725149
GB51836	GO:0016021	LOC725149
GB51840	GO:0003993	LOC409751
GB51841	GO:0003993	LOC100577002
GB51841	GO:0016021	LOC100577002
GB51843	GO:0016021	LOC725318
GB51844	GO:0005328	LOC725346
GB51844	GO:0016021	LOC725346
GB51846	GO:0005929	LOC413068
GB51846	GO:0042073	LOC413068
GB51847	GO:0005247	LOC413069
GB51847	GO:0016021	LOC413069
GB51852	GO:0016021	LOC409752
GB51854	GO:0005249	LOC100577254
GB51854	GO:0008076	LOC100577254
GB51866	GO:0006914	LOC551384
GB51866	GO:1990316	LOC551384
GB51867	GO:0004843	LOC413813
GB51867	GO:0005622	LOC413813
GB51867	GO:0006511	LOC413813
GB51867	GO:0008242	LOC413813
GB51874	GO:0007165	LOC552604
GB51883	GO:0031932	LOC724509
GB51888	GO:0003677	LOC100577678
GB51889	GO:0016021	LOC413394
GB51889	GO:0016192	LOC413394
GB51893	GO:0005524	LOC413390
GB51893	GO:0016887	LOC413390
GB51894	GO:0004672	LOC413389
GB51894	GO:0005524	LOC413389
GB51895	GO:0005634	LOC413388
GB51895	GO:0005694	LOC413388
GB51895	GO:0008270	LOC413388
GB51895	GO:0018024	LOC413388
GB51897	GO:0005245	Cac
GB51897	GO:0005509	Cac
GB51897	GO:0005891	Cac
GB51901	GO:0016021	LOC410976
GB51901	GO:0016747	LOC410976
GB51903	GO:0016021	LOC551850
GB51904	GO:0003700	LOC408763
GB51904	GO:0005634	LOC408763
GB51904	GO:0043565	LOC408763
GB51908	GO:0005524	LOC100576953
GB51908	GO:0006139	LOC100576953
GB51908	GO:0019205	LOC100576953
GB51909	GO:0005634	LOC413391
GB51909	GO:0006355	LOC413391
GB51909	GO:0043565	LOC413391
GB51910	GO:0003676	LOC552022
GB51910	GO:0046872	LOC552022
GB51912	GO:0000139	LOC409888
GB51912	GO:0048208	LOC409888
GB51913	GO:0004798	LOC552148
GB51913	GO:0005524	LOC552148
GB51913	GO:0006233	LOC552148
GB51916	GO:0004930	LOC724602
GB51916	GO:0016021	LOC724602
GB51917	GO:0003841	LOC552139
GB51917	GO:0008654	LOC552139
GB51917	GO:0016021	LOC552139
GB51924	GO:0016491	LOC727584
GB51930	GO:0016021	LOC724903
GB51937	GO:0003723	LOC409704
GB51937	GO:0004652	LOC409704
GB51937	GO:0005634	LOC409704
GB51937	GO:0031123	LOC409704
GB51937	GO:0043631	LOC409704
GB51938	GO:0016021	LOC551621
GB51938	GO:0016500	LOC551621
GB51940	GO:0008270	LOC551558
GB51945	GO:0004984	LOC724763
GB51945	GO:0005549	LOC724763
GB51945	GO:0005886	LOC724763
GB51945	GO:0016021	LOC724763
GB51947	GO:0030246	LOC724835
GB51953	GO:0005089	LOC726401
GB51953	GO:0005622	LOC726401
GB51953	GO:0007264	LOC726401
GB51953	GO:0035023	LOC726401
GB51954	GO:0005623	LOC552681
GB51954	GO:0006904	LOC552681
GB51956	GO:0008270	LOC412281
GB51962	GO:0005524	LOC726524
GB51962	GO:0005634	LOC726524
GB51962	GO:0016817	LOC726524
GB51963	GO:0005739	LOC100577673
GB51968	GO:0005801	LOC410387
GB51968	GO:0006886	LOC410387
GB51968	GO:0016020	LOC410387
GB51973	GO:0004177	LOC410385
GB51973	GO:0008235	LOC410385
GB51977	GO:0016567	LOC726782
GB51984	GO:0003676	LOC552317
GB51984	GO:0005524	LOC552317
GB51984	GO:0006310	LOC552317
GB51984	GO:0008026	LOC552317
GB51994	GO:0004298	LOC409831
GB51994	GO:0005839	LOC409831
GB51994	GO:0051603	LOC409831
GB51995	GO:0005215	LOC724546
GB51995	GO:0016021	LOC724546
GB51995	GO:0055085	LOC724546
GB51996	GO:0005525	LOC551034
GB51996	GO:0005794	LOC551034
GB51996	GO:0007264	LOC551034
GB51996	GO:0015031	LOC551034
GB51999	GO:0004820	LOC408392
GB51999	GO:0005524	LOC408392
GB51999	GO:0005737	LOC408392
GB51999	GO:0006426	LOC408392
GB52002	GO:0005509	LOC408393
GB52004	GO:0004197	LOC100576484
GB52004	GO:0006915	LOC100576484
GB52009	GO:0016021	LOC100576422
GB52010	GO:0003677	LOC725618
GB52010	GO:0003887	LOC725618
GB52010	GO:0006351	LOC725618
GB52013	GO:0000287	LOC410396
GB52013	GO:0004449	LOC410396
GB52013	GO:0006099	LOC410396
GB52013	GO:0051287	LOC410396
GB52014	GO:0005201	LOC408394
GB52014	GO:0005578	LOC408394
GB52014	GO:0005581	LOC408394
GB52015	GO:0003700	LOC551649
GB52015	GO:0003707	LOC551649
GB52015	GO:0005634	LOC551649
GB52015	GO:0006351	LOC551649
GB52015	GO:0008270	LOC551649
GB52015	GO:0043565	LOC551649
GB52021	GO:0007165	LOC100578818
GB52023	GO:0004497	CYP6AQ1
GB52023	GO:0005506	CYP6AQ1
GB52023	GO:0016021	CYP6AQ1
GB52023	GO:0016705	CYP6AQ1
GB52023	GO:0020037	CYP6AQ1
GB52025	GO:0004222	LOC410380
GB52028	GO:0003746	Ef-1a-f1
GB52028	GO:0003924	Ef-1a-f1
GB52028	GO:0005525	Ef-1a-f1
GB52028	GO:0005737	Ef-1a-f1
GB52029	GO:0000166	LOC408386
GB52029	GO:0001731	LOC408386
GB52029	GO:0003743	LOC408386
GB52029	GO:0005852	LOC408386
GB52029	GO:0006446	LOC408386
GB52029	GO:0016282	LOC408386
GB52029	GO:0033290	LOC408386
GB52030	GO:0000166	LOC408387
GB52030	GO:0003676	LOC408387
GB52036	GO:0005634	LOC726247
GB52036	GO:0006355	LOC726247
GB52037	GO:0003723	LOC410383
GB52037	GO:0006396	LOC410383
GB52039	GO:0003677	LOC726204
GB52039	GO:0005634	LOC726204
GB52039	GO:0006351	LOC726204
GB52039	GO:0006355	LOC726204
GB52040	GO:0016021	LOC410381
GB52043	GO:0003677	LOC408384
GB52043	GO:0005634	LOC408384
GB52043	GO:0006357	LOC408384
GB52043	GO:0008270	LOC408384
GB52043	GO:0016573	LOC408384
GB52052	GO:0016787	LOC408395
GB52056	GO:0000166	LOC410398
GB52056	GO:0003723	LOC410398
GB52057	GO:0003723	LOC725642
GB52057	GO:0004386	LOC725642
GB52057	GO:0005524	LOC725642
GB52058	GO:0005634	LOC410395
GB52059	GO:0000166	LOC409379
GB52059	GO:0003676	LOC409379
GB52060	GO:0005525	LOC412180
GB52060	GO:0007049	LOC412180
GB52060	GO:0051301	LOC412180
GB52061	GO:0004672	LOC725465
GB52061	GO:0005524	LOC725465
GB52063	GO:0016791	LOC410393
GB52072	GO:0004489	LOC100578936
GB52072	GO:0006555	LOC100578936
GB52072	GO:0035999	LOC100578936
GB52073	GO:0004108	LOC410059
GB52073	GO:0006099	LOC410059
GB52074	GO:0004616	LOC552712
GB52074	GO:0006098	LOC552712
GB52075	GO:0000166	LOC412116
GB52075	GO:0003676	LOC412116
GB52079	GO:0031929	LOC413223
GB52079	GO:0031932	LOC413223
GB52080	GO:0042351	LOC552755
GB52080	GO:0050577	LOC552755
GB52080	GO:0050662	LOC552755
GB52082	GO:0006629	LOC413224
GB52082	GO:0016021	LOC413224
GB52082	GO:0016787	LOC413224
GB52087	GO:0016021	LOC100578329
GB52087	GO:0080019	LOC100578329
GB52090	GO:0003676	LOC552397
GB52090	GO:0046872	LOC552397
GB52091	GO:0005634	LOC410390
GB52091	GO:0006397	LOC410390
GB52097	GO:0007155	LOC412788
GB52097	GO:0016021	LOC412788
GB52098	GO:0016021	LOC410019
GB52101	GO:0004983	LOC412570
GB52101	GO:0016021	LOC412570
GB52102	GO:0003735	LOC726789
GB52102	GO:0005840	LOC726789
GB52102	GO:0006412	LOC726789
GB52106	GO:0004222	LOC410386
GB52106	GO:0005509	LOC410386
GB52106	GO:0008270	LOC410386
GB52107	GO:0003924	LOC408388
GB52107	GO:0005200	LOC408388
GB52107	GO:0005525	LOC408388
GB52107	GO:0005737	LOC408388
GB52107	GO:0005874	LOC408388
GB52107	GO:0007017	LOC408388
GB52109	GO:0016021	LOC726709
GB52114	GO:0005634	LOC408389
GB52114	GO:0006351	LOC408389
GB52114	GO:0006355	LOC408389
GB52115	GO:0010181	LOC551913
GB52115	GO:0016491	LOC551913
GB52116	GO:0003735	LOC551870
GB52116	GO:0005840	LOC551870
GB52116	GO:0006412	LOC551870
GB52118	GO:0009451	LOC410388
GB52118	GO:0016740	LOC410388
GB52118	GO:0051539	LOC410388
GB52120	GO:0051920	LOC411852
GB52121	GO:0003677	LOC551625
GB52133	GO:0003676	LOC725885
GB52133	GO:0046872	LOC725885
GB52144	GO:0005509	LOC725964
GB52144	GO:0016021	LOC725964
